tripID,premium_trip,eta_min,distance_km,duration,distance,real_price,strike,premium_pop
14209,0.467432536148282,17.9252645696738,8.471965,1073.79,8471.965,16.3426835,16.3516005165989,0.869011276312887
14231,0.213269583658994,14.5067232396629,12.634829,745.92,12634.829,18.3952661,19.0384303042955,0.971584143524735
14235,1.7709355543605,34.7881839911362,38.005064,2711.29,38005.064,51.3828892666667,48.1588946372522,1.01125683859793
14240,0.248334051007498,12.5447880420074,9.672416,625.52,9672.416,15.1070277333333,15.7640586930223,0.878016815039115
14241,0.440165504918713,28.270750425454,27.75609,1729.78,27756.09,37.0876776666667,36.9144136318907,1.41908947179422
14243,0.383601772041938,34.523952031254,14.976446,1873.31,14976.446,26.3275697333333,27.3512265296887,1.29139091217287
14268,0.348343982015193,19.0425253247117,8.413018,1295.1,8413.018,17.4330662,16.6448990506606,1.06431710384567
14340,0.116212922418477,5.55959274570815,5.576858,308.74,5576.858,9.78432886666667,9.91264595116953,0.588323415235634
14341,0.334636916267275,10.6378269930659,10.95439,682.19,10954.39,16.5535993333333,16.3266773678504,1.01125683859793
14372,0.244877557778393,24.374767631773,31.524262,1409.52,31524.262,38.8243558,39.0980137658496,1.20309163416092
14376,0.207171946132629,17.7580466682477,17.455709,1090.25,17455.709,24.5130964333333,24.3851325671568,1.20309163416092
14386,0.304648001926597,14.2326294753743,10.986538,1107.04,10986.538,18.7775908666667,17.469999337366,1.14959386181737
14396,0.500619070870311,14.4847815421119,14.123917,979.72,14123.917,20.9434119666667,20.3718075780547,1.24170328781995
14408,0.394345428368607,27.5557235892113,22.965684,1695.49,22965.684,32.5991472666667,32.3813899126555,1.14273055354081
14419,0.157137178543365,41.066098304204,58.527775,2932.29,58527.775,70.9951625,68.5754879743033,1.41908947179422
14423,0.347885806257771,3.94382323770641,2.460329,318.89,2460.329,7.03189443333333,6.60688130368899,0.614483766408419
14427,0.653354166892386,31.9257612500396,20.461379,1609.3,20461.379,29.8999577666667,31.4822270875123,1.30351691446933
14455,0.326101904693202,22.133113465805,19.115165,1665.37,19115.165,28.9780601666667,27.2349136743995,0.859911431036055
14471,0.555881568823071,12.2252097381879,11.846119,1020.14,11846.119,19.1022304333333,17.6213221188383,0.938639457629381
14478,3.88046489568748,33.5106291790099,24.836579,1112.13,24836.579,31.2689261,35.9112161454931,0.627154867885082
14491,3.33746470317589,49.4399683997041,46.437067,2164.09,46437.067,56.1444919666667,60.2897505039083,1.28528501077007
14500,2.03703263385314,20.6193052580981,13.121261,1931.91,13121.261,24.9606699,21.3711195300104,0.78331617892563
14502,0.34266227809992,5.42757802796208,3.453883,635.19,3453.883,9.5603097,7.96104388866824,0.869011276312887
14520,0.488526636671601,6.53985662005724,4.590328,493.83,4590.328,9.8527502,9.32865075221774,0.720546085529427
14523,0.306544433861633,10.1111761820623,12.687044,650.17,12687.044,17.9475512666667,17.7228042164393,0.96345358934212
14527,0.246992442044473,15.7793957804768,22.975444,968.29,22975.444,28.8507312666667,28.7395122919478,1.20961250378808
14532,0.230847901669032,18.8214994486471,18.753089,1063.43,18753.089,25.5421684333333,25.8824449290806,0.96345358934212
14538,0.400774498011283,31.0369561104683,37.806863,1921.31,37806.863,47.1229450333333,46.8176330942452,1.44109217105885
14549,0.146590274962518,6.58425072664612,3.903322,280.49,3903.322,8.13218813333333,8.7241075252603,0.614483766408419
14560,0.316786779670327,30.9692337190032,35.609245,1801.97,35609.245,44.5284988333334,44.818782952891,1.3567434202899
14563,0.339088048002989,20.5081879114914,16.153918,920.01,16153.918,22.4619112,24.0660644525623,1.00344778861613
14569,0.486163433187962,19.709488289325,20.365832,1761.67,20365.832,30.6012104666667,27.6091901696908,1.02669676724729
14572,0.495263122248478,28.0399076086712,21.393245,1376.65,21393.245,29.5366121666667,31.1162918586881,1.09348187642427
14573,0.440448735960556,38.982237440831,39.370704,2028.39,39370.704,49.0836486,50.6881272066576,1.49468255385948
14581,0.425717266761752,28.7426443410648,23.710901,1641.91,23710.901,32.9930125666667,33.4200306457301,1.16319899647185
14594,0.702653228488515,19.243924715663,12.134248,1184.67,12134.248,20.2116182,20.0564398618556,1.20309163416092
14614,0.382233351362681,5.26488188684526,3.35035,414.54,3350.35,8.327105,7.81742838492203,0.720546085529427
14644,0.360504730221494,24.6201678714369,20.72022,1619.44,20720.22,30.1853046666667,29.4504500401454,1.23535182270088
14668,2.09069641722352,53.0807247611096,52.643341,2559.07,52643.341,63.7708685666667,67.004031575944,1.40236091701094
14670,0.336899514830022,21.0450457188439,14.860297,1760.12,14860.297,25.6382206333333,23.0682314728416,1.25430973577016
14673,1.4256473304526,30.2529429290963,22.221092,1350.73,22221.092,30.1477544666667,32.5473951080198,1.07168270802085
14674,0.384516752224617,23.8352772653612,13.646357,1220.69,13646.357,21.7586196333333,22.840657252262,1.1077763638629
14690,0.652466241811823,30.50590318966,12.729348,2114.61,12729.348,25.5518982,24.0832431887946,1.47880936885539
14713,0.466845969534468,38.8108776459939,27.057503,2187.12,27057.503,38.8218727,39.5531247702581,1.60630021407159
14722,0.54681001529079,17.0893700397961,11.700726,1015.05,11700.726,18.9450784,18.9983581123368,1.07899803327132
14725,0.288167450513474,12.8573824682706,15.47113,801.34,15471.13,21.2342736666667,21.0798055651639,0.971584143524735
14736,1.07751056589413,18.3603010426211,9.41713,652.4,9417.13,15.0161503333333,17.3371103232126,1.01900604647056
14756,0.277391020642174,15.9233909815711,10.18925,1095.71,10189.25,18.0014933333333,17.276576204287,0.88693091987139
14758,0.363585704486111,20.3692309375685,12.341374,1328.17,12341.374,21.1394482666667,20.5916981906462,1.01125683859793
14764,0.620966043228366,32.0458114861776,29.126286,1905.4,29126.286,39.2282240666667,39.3178589607151,1.36252913276466
14805,0.567318884252687,22.8622478376319,25.588829,1513.77,25588.829,34.0210911,33.2872429296659,1.14959386181737
14809,0.330115536885527,25.0977103260122,30.635473,1308.62,30635.473,37.5031290333333,38.5222159010638,1.3567434202899
14829,0.324054572132621,28.089200945059,32.999698,2006.91,32999.698,43.2387632,41.5773804929683,1.22896753281684
14840,0.0847496941012504,6.67208185292829,9.333213,344.51,9333.213,13.3498600333333,13.6382370744078,0.663718325578999
14846,0.326768111123247,20.3505670855613,17.095606,1670.27,17095.606,27.1857737333333,24.864721196524,0.946983083561294
14851,0.583636867692015,40.0648317861287,29.908958,2428.5,29908.958,42.6353122,42.5081600536999,1.40795918644407
14869,0.542944483365844,32.9893138116781,26.224894,2343,26224.894,38.8779046,36.9990918816202,1.15641643721483
14898,0.376914016730912,2.5870227734244,1.327431,143.88,1327.431,5.1080679,5.16666495976156,0.354772367948556
14910,0.223155521614371,20.8430874966633,15.836019,1172.43,15836.019,23.4799721,23.8837742239656,1.30953780985511
14914,0.905892192244593,26.4677280335652,24.39821,1491.26,24398.21,32.8332323333333,33.3333846904052,1.28528501077007
14918,0.63286472288004,27.7686366282601,27.017288,1525.17,27017.288,35.3656042,36.0938365547606,1.31553114922171
14945,0.290954863895611,29.8505189132271,45.04551,1628.06,45045.51,52.1226023333333,52.9646198631004,1.17664683047127
14958,0.188455871437543,27.132167766578,36.783564,1481.4,36783.564,43.9291076,44.6861796076392,1.25430973577016
14972,0.202014098697502,18.2349347088553,25.432355,1254.27,25432.355,32.5395145,31.7119492597452,1.07899803327132
14982,0.273092099614735,11.5493572439311,15.47698,746.02,15476.98,20.9537186666667,20.6795827456186,0.850714252903992
14984,5.56677221021742,56.4205394848577,38.975951,1910.66,38975.951,48.1200992333333,55.7387231403059,1.27298534973709
15000,0.228434420352277,53.7995320352764,83.664968,3125.44,83664.968,94.6165778666667,95.1463261309357,1.60630021407159
15018,0.355757393612053,26.4365391095855,18.259241,1114.98,18259.241,25.3640469,27.7986440239715,1.24170328781995
15021,0.297356121632632,30.758455869179,42.457165,1647.34,42457.165,49.8927051666667,50.9165698194455,1.25430973577016
15031,0.405396723564317,34.7727222811281,31.266359,1694.56,31266.359,40.0649497666667,42.0892670071497,1.29746807944364
15033,0.281169413318425,27.0138514605364,29.568135,1522.76,29568.135,37.6489148333333,38.1556154527663,1.29139091217287
