tripID,realized_secs,independent_secs,first_secs,second_secs,full_secs,population_secs
15759,936.96,1067.64854812825,1037.62945983544,1053.95718684877,1031.2113073959,1212.87456719101
15761,1471.96,1780.7779424268,1765.67016570979,1775.01206488497,1766.50283675842,1214.53040158734
15772,1382.41,1592.99361174859,1583.43580552559,1587.46280047657,1588.68913095252,1573.78322006574
15822,953.12,936.511161001215,932.510471780856,938.125102429679,940.240779545018,905.723418572517
15829,1075.58,1071.31892812544,1052.55772941988,1062.66618604699,1054.66378344802,1304.2167269833
15832,977.26,1225.62022167864,1223.17440099944,1224.55228478775,1229.26903768576,1019.90360841379
15834,2800.98,2497.24228362533,2485.86353656464,2477.59906033959,2513.02050158803,2595.93928295508
15836,2094.38,1850.02811318858,1834.92326533394,1852.36819465266,1854.77176832144,2077.79217932499
15838,1559.23,1697.29394292193,1709.12616821904,1697.25618464454,1695.36468713521,1761.9008441084
15839,1140.81,1650.95546645923,1658.74390506069,1650.97505922357,1653.43619963928,939.947782360493
15840,1065.09,1285.04950480451,1285.15063067059,1283.77608281379,1280.68586061956,1083.58007855618
