tripID,Realized,Normal 0.05,Normal 0.50,Normal 0.95,t 0.05,t 0.50,t 0.95
2527,1792.44,2411.84525115052,1854.45786133491,1761.202746791,1803.85953614033,2902.45001105773,1667.00092389407
2533,1027.39,794.359354687382,789.559852347691,859.776774776147,860.250241669352,1543.74345014501,875.188198876466
2535,478.43,415.976888841748,441.911155479734,484.28053865465,404.08857672358,424.015584840723,917.86666456662
2539,440.49,405.586696414987,342.10129808703,301.045124140672,404.073300096777,353.648474698619,383.118046261613
2549,244.84,247.069091343957,220.466562157971,173.138121641479,467.347815514488,217.413109432061,185.825495737289
2550,790.92,751.938993848753,776.072697985461,748.494558206219,716.25261572422,978.43290730512,728.775817668056
2552,1724.78,1612.95589502999,1408.95695990353,1348.53857024086,1332.42136997216,1295.08101943211,1452.54771638418
2573,1164.75,1136.1836042361,1129.42643867378,1113.88087323687,1112.82040778564,1038.32765398932,1349.75112309111
2579,1479.27,1476.659349524,1669.98687296864,1746.8081765302,1552.89335267105,1572.65836728995,1409.59140516029
2581,1279.8,1229.37590180694,1128.46929854577,1310.9695311514,1543.45339240728,1217.85828917196,1405.43246607769
2585,1225.35,1137.43762320866,1249.84742772649,1021.96909322021,1099.07465346943,1422.75869659411,1160.19220061721
2597,958.23,1186.48152070539,8040.56782619833,1433.63904937103,1316.12059684746,1161.79114643194,2402.57043734861
2609,1136.18,1063.5418963899,1197.43933107963,1418.56591782316,1264.78799163542,1265.75541970227,1041.04196191608
2610,1954.08,2132.65787079808,1927.17814791628,2444.70305006265,1976.98514776372,2452.37864724022,3973.00295401553
2613,2330.2,2598.71605575416,2479.97448807028,2766.34117743497,2429.40277402635,2828.66786898143,2736.93168911106
2622,883.9,904.204357612486,959.417098993533,1279.25132310115,739.487330060544,1108.577571221,1523.43344860588
2624,1365.93,830.064509153063,1211.9223370602,683.871366801904,821.946568047472,664.2843340262,926.511098557868
2641,1545.54,1734.50992287443,2526.45282001123,1920.50955385172,1872.16728452747,1768.74519607629,1862.85966242973
2648,603.74,523.505136037292,958.621012044287,447.901758294438,597.805021437369,671.432692887495,504.615039063568
2664,333.12,338,338,338,338,338,338
2676,2573.65,2570.11036367449,1999.11756821901,1628.63563224435,1924.97352053144,2371.9290760977,1809.76478356953
2687,1696.94,1735.27464080624,1081.42112235173,1051.74000044829,1355.03816721686,1004.79351961869,1524.44384835531
2695,1025.57,992.77593318133,1052.28453436173,1797.481274319,1132.55865671178,869.857521716366,1338.79588133413
2703,1140.73,958.317514740591,1091.39352225865,2781.90181383089,998.687804096989,1119.4698355082,1384.44341632252
2707,1157.75,772.259683225834,848.340375377678,1015.283158594,1029.06010402149,1063.0391695463,972.845008910655
2732,1290.01,1495.45470119582,1917.33723449965,1418.17921368775,1335.85617677838,1191.58190753164,1007.09101257582
2736,1622.52,1703.21930355916,1830.86981401748,1395.81209728838,1316.94405641592,1124.99984620155,1522.23104524505
2744,823.55,834.900356277598,762.44428042732,838.5668518608,774.898556581405,781.416864553793,948.248603865935
2745,329.18,379.151372208042,204.284768718482,161.237439531091,290.846101856109,1657.49211183666,232.763425229587
2746,2595.96,1981.44098936889,2051.31626117732,2141.59644598423,2268.0555074384,2183.21856131642,1801.27681750078
2756,264.77,241.99297163987,247.086715378028,285.493161383957,241.468319047906,268.40118377898,234.809658351018
2766,1662.25,1334.44604682489,1515.58684289594,1570.69294959501,1380.93707949821,1339.1099295603,1374.9584168966
2770,390.67,725.277930501113,412.340464702445,536.477502808391,487.267552539736,350.726110169657,348.820535469359
2782,1370.97,1344.33601567833,1523.4413481623,1351.99887275852,1277.07221219762,1448.04752973314,1235.39542917293
