model,tripID,real_price,strike,premium,profit
trip-specific,2648,14.7625236333333,15.0396179773641,0.289689805426511,0.289689805426511
trip-specific,2664,11.3669152,14.1948938757175,1.70170081727537,1.70170081727537
trip-specific,2676,32.6921963666667,30.8170183914953,0.569996194244789,-1.30518178092663
trip-specific,2687,26.2649491333333,23.7673449686951,0.39961854535787,-2.09798561928036
trip-specific,2695,17.0892816333333,17.6004487023763,0.403991381124931,0.403991381124931
trip-specific,2703,20.6408397666667,20.8046311287885,0.246538456534756,0.246538456534756
trip-specific,2707,20.3925724333333,19.4844875572431,0.449294507804983,-0.45879036828526
trip-specific,2732,24.0005665666667,24.1623936885097,0.281950331180532,0.281950331180532
trip-specific,2736,18.4946354,17.3727908739686,0.567898799508952,-0.553945726522468
trip-specific,2744,22.2017852333333,21.9566540678571,0.778633746526896,0.533502581050701
trip-specific,2745,7.13474393333333,7.36493340492248,0.367744526669479,0.367744526669479
trip-specific,2746,37.4344826,34.5971874990046,0.527256881161972,-2.31003821983349
trip-specific,2756,6.12403213333333,5.61454441746002,0.316254754009434,-0.193232961863883
trip-specific,2766,30.2345023666667,28.9992316378835,0.34497028963319,-0.890300439149949
trip-specific,2770,8.34684876666667,8.03794177693262,0.431923375456813,0.123016385722761
trip-specific,2782,25.9047653,25.7261613446392,0.912508958831988,0.733905003471171
trip-specific,2785,36.0372628666667,36.3011370536235,2.03477534492675,2.03477534492675
trip-specific,2809,48.5637884,49.7887074159932,1.25335806384294,1.25335806384294
trip-specific,2821,17.3085646,18.659920668483,0.320855893021424,0.320855893021424
trip-specific,2828,7.51880956666667,7.74166379586236,0.361332076354886,0.361332076354886
trip-specific,2857,43.1480390666667,42.6402856494874,0.46450677508845,-0.043246642090795
trip-specific,2864,6.99403683333333,7.04265816301315,0.536812267656001,0.536812267656001
trip-specific,2884,27.8953560666667,28.1704899931118,0.472734912467632,0.472734912467632
trip-specific,2896,13.1881437333333,12.7968579757145,0.802508678272613,0.411222920653771
trip-specific,2902,6.6257734,6.03206738052096,0.335686927195593,-0.258019092283451
trip-specific,2912,21.4685262666667,22.6505279096273,0.335193603730155,0.335193603730155
trip-specific,2934,8.66182586666667,8.58946395281445,0.369448071579729,0.297086157727517
